t,x,y,yaw
55.842211,2.4485,-0.5642,13.7614
55.892900,2.4482,-0.5672,13.7209
55.928116,2.4500,-0.5631,13.6934
55.977986,2.4502,-0.5619,13.6518
56.012295,2.4494,-0.5633,13.6238
56.045932,2.4511,-0.5609,13.5955
56.080230,2.4529,-0.5579,13.5671
56.114269,2.4541,-0.5562,13.5386
56.148057,2.4551,-0.5547,13.5100
56.181972,2.4564,-0.5530,13.4816
56.215925,2.4575,-0.5515,13.4531
56.250020,2.4594,-0.5494,13.4248
56.284077,2.4670,-0.5440,13.3968
56.318132,2.4772,-0.5383,13.3689
56.352682,2.4873,-0.5327,13.3410
56.386987,2.4977,-0.5270,13.3123
56.421237,2.5020,-0.5254,13.2838
56.456272,2.5025,-0.5250,13.2549
56.506015,2.4935,-0.5325,13.2127
56.541043,2.4854,-0.5385,13.1849
56.574440,2.4781,-0.5436,13.1569
56.607920,2.4741,-0.5454,13.1291
56.643055,2.4794,-0.5412,13.1025
56.676931,2.4863,-0.5373,13.0760
56.727056,2.4926,-0.5354,13.0366
56.761173,2.4848,-0.5410,13.0116
56.795406,2.4734,-0.5463,12.9869
56.829643,2.4637,-0.5503,12.9621
56.863605,2.4623,-0.5479,12.9383
56.898506,2.4709,-0.5441,12.9147
56.932083,2.4795,-0.5411,12.8917
56.966049,2.4838,-0.5415,12.8690
57.000032,2.4770,-0.5454,12.8473
57.033945,2.4644,-0.5489,12.8262
57.067972,2.4533,-0.5517,12.8050
57.102337,2.4497,-0.5502,12.7845
57.137257,2.4567,-0.5482,12.7650
57.187822,2.4686,-0.5460,12.7359
57.222049,2.4701,-0.5475,12.7169
57.272027,2.4537,-0.5503,12.6903
57.305904,2.4414,-0.5518,12.6726
57.340343,2.4335,-0.5515,12.6553
57.374054,2.4367,-0.5508,12.6391
57.408195,2.4452,-0.5503,12.6234
57.442081,2.4522,-0.5501,12.6077
57.476108,2.4580,-0.5471,12.5920
57.510134,2.4655,-0.5423,12.5763
57.543994,2.4641,-0.5422,12.5613
57.577931,2.4541,-0.5407,12.5472
57.611988,2.4525,-0.5354,12.5330
57.645914,2.4588,-0.5302,12.5187
57.679996,2.4652,-0.5252,12.5044
57.713932,2.4649,-0.5242,12.4908
57.748032,2.4641,-0.5241,12.4775
57.798937,2.4610,-0.5231,12.4578
57.832928,2.4481,-0.5210,12.4455
57.867249,2.4307,-0.5188,12.4337
57.900922,2.4182,-0.5185,12.4222
57.934905,2.4169,-0.5192,12.4118
57.969739,2.4176,-0.5179,12.4025
58.020460,2.4023,-0.5150,12.3899
58.054490,2.3989,-0.5161,12.3823
58.088372,2.4025,-0.5159,12.3759
58.138981,2.3928,-0.5140,12.3679
58.172946,2.3923,-0.5148,12.3638
58.206978,2.3867,-0.5133,12.3607
58.258137,2.3795,-0.5135,12.3579
58.292137,2.3734,-0.5128,12.3575
58.326157,2.3678,-0.5116,12.3581
58.360041,2.3631,-0.5106,12.3598
58.394031,2.3596,-0.5099,12.3624
58.427998,2.3569,-0.5093,12.3660
58.462097,2.3548,-0.5089,12.3706
58.496073,2.3533,-0.5086,12.3763
58.530152,2.3523,-0.5084,12.3829
58.564008,2.3517,-0.5083,12.3906
58.597977,2.3516,-0.5083,12.3993
58.631999,2.3517,-0.5083,12.4090
58.665916,2.3522,-0.5084,12.4197
58.701039,2.3529,-0.5085,12.4314
58.751061,2.3545,-0.5087,12.4508
58.785479,2.3559,-0.5089,12.4649
58.818983,2.3574,-0.5090,12.4800
58.853040,2.3592,-0.5092,12.4960
58.886941,2.3611,-0.5093,12.5129
58.920871,2.3658,-0.5060,12.5301
58.955033,2.3721,-0.4988,12.5471
58.989043,2.3784,-0.4916,12.5641
59.023805,2.3848,-0.4843,12.5810
59.057960,2.3912,-0.4769,12.5985
59.091922,2.3976,-0.4698,12.6154
59.125956,2.4083,-0.4679,12.6328
59.160567,2.4166,-0.4677,12.6502
59.194268,2.4152,-0.4680,12.6685
59.245100,2.4110,-0.4683,12.6962
59.279131,2.4165,-0.4668,12.7154
59.312903,2.4269,-0.4651,12.7351
59.346910,2.4353,-0.4642,12.7548
59.380902,2.4345,-0.4649,12.7752
59.415414,2.4310,-0.4657,12.7959
59.449203,2.4302,-0.4649,12.8169
59.483087,2.4383,-0.4624,12.8387
59.517035,2.4473,-0.4598,12.8606
59.550957,2.4508,-0.4600,12.8829
59.584975,2.4474,-0.4612,12.9058
59.619115,2.4445,-0.4622,12.9287
59.652986,2.4491,-0.4591,12.9524
59.686915,2.4579,-0.4554,12.9764
59.720955,2.4641,-0.4536,13.0005
59.754956,2.4619,-0.4551,13.0254
59.788912,2.4588,-0.4567,13.0505
59.823081,2.4601,-0.4548,13.0759
59.857275,2.4678,-0.4504,13.1021
59.891016,2.4737,-0.4470,13.1282
59.925033,2.4725,-0.4483,13.1550
59.958915,2.4709,-0.4494,13.1818
59.992951,2.4718,-0.4485,13.2089
60.044113,2.4786,-0.4432,13.2501
60.077920,2.4799,-0.4422,13.2778
60.129591,2.4795,-0.4426,13.3197
60.163178,2.4804,-0.4417,13.3477
60.196960,2.4820,-0.4401,13.3758
60.231780,2.4828,-0.4392,13.4038
60.265047,2.4834,-0.4385,13.4318
60.299253,2.4842,-0.4376,13.4598
60.333164,2.4840,-0.4379,13.4876
60.367633,2.4829,-0.4394,13.5153
60.401192,2.4829,-0.4394,13.5428
60.435627,2.4840,-0.4377,13.5701
60.469313,2.4850,-0.4362,13.5974
60.503119,2.4829,-0.4392,13.6242
60.536943,2.4802,-0.4441,13.6508
60.570914,2.4812,-0.4433,13.6767
60.604880,2.4838,-0.4392,13.7025
60.639196,2.4879,-0.4329,13.7283
60.673054,2.4921,-0.4265,13.7542
60.707313,2.4962,-0.4202,13.7800
60.741454,2.5003,-0.4140,13.8059
60.775377,2.5044,-0.4078,13.8318
60.809107,2.5035,-0.4067,13.8570
60.843329,2.5002,-0.4147,13.8817
60.877178,2.4976,-0.4235,13.9062
60.911343,2.4926,-0.4411,13.9299
60.945431,2.4902,-0.4596,13.9527
60.979414,2.4894,-0.4672,13.9747
61.013218,2.4866,-0.4779,13.9958
61.047127,2.4848,-0.4951,14.0160
61.081275,2.4848,-0.5033,14.0354
61.115550,2.4846,-0.5029,14.0539
61.149226,2.4839,-0.5096,14.0714
61.183858,2.4843,-0.5139,14.0884
61.218111,2.4850,-0.5067,14.1049
61.251956,2.4852,-0.4967,14.1201
61.286023,2.4853,-0.4879,14.1349
61.319968,2.4851,-0.4693,14.1494
61.353931,2.4845,-0.4404,14.1629
61.388751,2.4838,-0.4159,14.1755
61.422092,2.4821,-0.3886,14.1877
61.456012,2.4798,-0.3503,14.1990
61.489872,2.4781,-0.3148,14.2093
61.524072,2.4751,-0.2825,14.2185
61.558090,2.4721,-0.2428,14.2269
61.591887,2.4692,-0.2090,14.2342
61.626095,2.4662,-0.1721,14.2408
61.660345,2.4630,-0.1385,14.2466
61.711105,2.4590,-0.0920,14.2538
61.744921,2.4633,-0.0714,14.2588
61.779118,2.4684,-0.0615,14.2637
61.813163,2.4734,-0.0542,14.2686
61.847046,2.4784,-0.0469,14.2735
61.880917,2.4809,-0.0371,14.2781
61.915090,2.4766,-0.0177,14.2819
61.949336,2.4739,0.0005,14.2851
61.983355,2.4715,0.0168,14.2880
62.017037,2.4672,0.0374,14.2903
62.051149,2.4629,0.0647,14.2920
62.084875,2.4598,0.0891,14.2936
62.119114,2.4588,0.1037,14.2944
62.152858,2.4571,0.1107,14.2942
62.187506,2.4539,0.1265,14.2931
62.237987,2.4509,0.1520,14.2910
62.271986,2.4504,0.1577,14.2884
62.305856,2.4480,0.1662,14.2852
62.340170,2.4455,0.1833,14.2812
62.374545,2.4450,0.1937,14.2764
62.408591,2.4432,0.2007,14.2706
62.442166,2.4414,0.2163,14.2639
62.475915,2.4404,0.2258,14.2562
62.510068,2.4389,0.2408,14.2476
62.543960,2.4376,0.2543,14.2379
62.578339,2.4365,0.2696,14.2272
62.612224,2.4350,0.2864,14.2154
62.646159,2.4337,0.3039,14.2026
62.680004,2.4327,0.3214,14.1888
62.713842,2.4319,0.3389,14.1740
62.748005,2.4314,0.3565,14.1583
62.781908,2.4312,0.3741,14.1417
62.816901,2.4312,0.3918,14.1241
62.850571,2.4316,0.4096,14.1056
62.884007,2.4324,0.4275,14.0861
62.918435,2.4334,0.4453,14.0656
62.952937,2.4349,0.4627,14.0435
62.986939,2.4365,0.4783,14.0211
63.020945,2.4383,0.4923,13.9978
63.054867,2.4416,0.5023,13.9739
63.089104,2.4486,0.5095,13.9503
63.122942,2.4555,0.5167,13.9267
63.156908,2.4590,0.5211,13.9033
63.190871,2.4576,0.5193,13.8799
63.225059,2.4551,0.5106,13.8558
63.259413,2.4559,0.5092,13.8311
63.293974,2.4571,0.5127,13.8053
63.327948,2.4557,0.5108,13.7796
63.361895,2.4545,0.5069,13.7537
63.395932,2.4561,0.5099,13.7271
63.429984,2.4578,0.5138,13.7004
63.463921,2.4573,0.5133,13.6732
63.497919,2.4581,0.5145,13.6460
63.532234,2.4600,0.5180,13.6187
63.565904,2.4615,0.5205,13.5912
63.600055,2.4624,0.5220,13.5637
63.633932,2.4639,0.5243,13.5363
63.668555,2.4654,0.5264,13.5089
63.719171,2.4691,0.5313,13.4681
63.753074,2.4696,0.5318,13.4413
63.786926,2.4711,0.5335,13.4146
63.820879,2.4754,0.5382,13.3884
63.854882,2.4750,0.5380,13.3628
63.889185,2.4757,0.5386,13.3375
63.923113,2.4817,0.5443,13.3129
63.957102,2.4880,0.5504,13.2883
64.007967,2.4974,0.5594,13.2515
64.041939,2.4996,0.5614,13.2275
64.075891,2.4929,0.5560,13.2045
64.110142,2.4905,0.5554,13.1822
64.144841,2.4969,0.5601,13.1609
64.195207,2.5015,0.5616,13.1295
64.228852,2.4929,0.5554,13.1098
64.263001,2.4838,0.5501,13.0902
64.296905,2.4824,0.5517,13.0713
64.330866,2.4903,0.5565,13.0534
64.364990,2.4970,0.5593,13.0357
64.398944,2.4938,0.5547,13.0190
64.432949,2.4837,0.5499,13.0030
64.468007,2.4765,0.5477,12.9867
64.502077,2.4800,0.5514,12.9721
64.535897,2.4882,0.5548,12.9579
64.570044,2.4910,0.5538,12.9441
64.603889,2.4831,0.5497,12.9313
64.638043,2.4732,0.5460,12.9187
64.672120,2.4689,0.5466,12.9065
64.705886,2.4752,0.5496,12.8954
64.740040,2.4828,0.5521,12.8845
64.790991,2.4795,0.5483,12.8691
64.825115,2.4690,0.5450,12.8597
64.858839,2.4614,0.5437,12.8504
64.893538,2.4639,0.5461,12.8420
64.943985,2.4754,0.5508,12.8302
64.978267,2.4808,0.5574,12.8219
65.012120,2.4862,0.5640,12.8137
65.045998,2.4903,0.5693,12.8056
65.079900,2.4847,0.5671,12.7986
65.114217,2.4722,0.5641,12.7923
65.148389,2.4612,0.5617,12.7858
65.182749,2.4579,0.5629,12.7801
65.216376,2.4643,0.5645,12.7753
65.250903,2.4713,0.5660,12.7704
65.284901,2.4770,0.5672,12.7656
65.318825,2.4784,0.5660,12.7610
65.352959,2.4692,0.5636,12.7575
65.387039,2.4580,0.5615,12.7541
65.421970,2.4481,0.5596,12.7505
65.455882,2.4414,0.5590,12.7469
65.489885,2.4443,0.5606,12.7442
65.523906,2.4534,0.5623,12.7422
65.558078,2.4612,0.5636,12.7400
65.592041,2.4671,0.5659,12.7376
65.625935,2.4722,0.5722,12.7348
65.660120,2.4695,0.5720,12.7329
65.694085,2.4587,0.5701,12.7317
65.727965,2.4487,0.5684,12.7305
65.762092,2.4404,0.5672,12.7291
65.796405,2.4408,0.5690,12.7275
65.830005,2.4494,0.5704,12.7267
65.864163,2.4576,0.5718,12.7258
65.897992,2.4639,0.5730,12.7248
65.932035,2.4689,0.5787,12.7234
65.966099,2.4739,0.5847,12.7219
66.000029,2.4747,0.5866,12.7209
66.034049,2.4651,0.5847,12.7209
66.067924,2.4539,0.5830,12.7211
66.102439,2.4459,0.5826,12.7214
66.153791,2.4523,0.5844,12.7236
66.203975,2.4627,0.5861,12.7262
66.238035,2.4644,0.5851,12.7283
66.272893,2.4561,0.5834,12.7314
66.306991,2.4467,0.5819,12.7346
66.341101,2.4394,0.5808,12.7377
66.374901,2.4410,0.5823,12.7414
66.408959,2.4499,0.5840,12.7458
66.442909,2.4581,0.5855,12.7502
66.476890,2.4626,0.5854,12.7546
66.511180,2.4570,0.5838,12.7600
66.544930,2.4491,0.5822,12.7656
66.579808,2.4427,0.5809,12.7710
66.613908,2.4423,0.5822,12.7771
66.648262,2.4511,0.5843,12.7839
66.682157,2.4600,0.5863,12.7907
66.716056,2.4660,0.5869,12.7975
66.750105,2.4621,0.5852,12.8051
66.801132,2.4520,0.5826,12.8170
66.835111,2.4476,0.5819,12.8248
66.868973,2.4520,0.5845,12.8335
66.903677,2.4617,0.5872,12.8427
66.938050,2.4688,0.5916,12.8519
66.972036,2.4738,0.5980,12.8606
67.005865,2.4788,0.6045,12.8693
67.040132,2.4838,0.6109,12.8780
67.073978,2.4837,0.6125,12.8872
67.108064,2.4763,0.6099,12.8973
67.142095,2.4699,0.6077,12.9073
67.175894,2.4673,0.6081,12.9175
67.210480,2.4744,0.6114,12.9287
67.244888,2.4829,0.6146,12.9400
67.278930,2.4903,0.6176,12.9515
67.312893,2.4961,0.6197,12.9627
67.347139,2.4933,0.6171,12.9747
67.381932,2.4867,0.6142,12.9874
67.416027,2.4819,0.6120,12.9996
67.449945,2.4780,0.6101,13.0117
67.483968,2.4789,0.6122,13.0243
67.519144,2.4879,0.6168,13.0377
67.552996,2.4966,0.6213,13.0514
67.586966,2.5042,0.6254,13.0647
67.620906,2.5090,0.6273,13.0781
67.655065,2.5050,0.6242,13.0925
67.689749,2.5001,0.6213,13.1070
67.724039,2.4962,0.6189,13.1217
67.757985,2.4937,0.6174,13.1359
67.792012,2.4988,0.6220,13.1511
67.826218,2.5076,0.6280,13.1666
67.859874,2.5146,0.6338,13.1820
67.893945,2.5193,0.6405,13.1972
67.928498,2.5240,0.6471,13.2124
67.962154,2.5286,0.6537,13.2276
67.996153,2.5333,0.6604,13.2428
68.029912,2.5326,0.6616,13.2587
68.064199,2.5276,0.6574,13.2753
68.097881,2.5265,0.6569,13.2922
68.131980,2.5326,0.6625,13.3100
68.166735,2.5383,0.6679,13.3277
68.216984,2.5384,0.6677,13.3552
68.250902,2.5346,0.6639,13.3740
68.284887,2.5319,0.6609,13.3927
68.319028,2.5362,0.6654,13.4124
68.353283,2.5420,0.6721,13.4323
68.386944,2.5460,0.6771,13.4524
68.420902,2.5435,0.6745,13.4733
68.454928,2.5410,0.6712,13.4943
68.489192,2.5415,0.6710,13.5156
68.540147,2.5492,0.6818,13.5488
68.573963,2.5502,0.6847,13.5713
68.607897,2.5482,0.6816,13.5944
68.642089,2.5471,0.6793,13.6176
68.676116,2.5505,0.6842,13.6415
68.709902,2.5536,0.6902,13.6656
68.744646,2.5529,0.6899,13.6902
68.777948,2.5523,0.6885,13.7149
68.812255,2.5537,0.6910,13.7400
68.845979,2.5556,0.6956,13.7653
68.879922,2.5557,0.6965,13.7909
68.914010,2.5557,0.6963,13.8165
68.947884,2.5565,0.6984,13.8424
68.981954,2.5573,0.7015,13.8684
69.016160,2.5576,0.7027,13.8946
69.049996,2.5580,0.7041,13.9209
69.083913,2.5584,0.7064,13.9472
69.117913,2.5589,0.7093,13.9736
69.152106,2.5596,0.7134,13.9998
69.186620,2.5602,0.7182,14.0260
69.237058,2.5615,0.7319,14.0654
69.271228,2.5623,0.7462,14.0915
69.304870,2.5631,0.7624,14.1175
69.338978,2.5661,0.7731,14.1439
69.372919,2.5692,0.7796,14.1703
69.407146,2.5722,0.7860,14.1967
69.441011,2.5753,0.7924,14.2231
69.474857,2.5784,0.7987,14.2495
69.509029,2.5815,0.8050,14.2760
69.542865,2.5845,0.8113,14.3024
69.576988,2.5845,0.8206,14.3284
69.611015,2.5765,0.8407,14.3534
69.644985,2.5690,0.8683,14.3771
69.679295,2.5639,0.8889,14.4000
69.713343,2.5588,0.9071,14.4226
69.747073,2.5534,0.9245,14.4452
69.781132,2.5480,0.9410,14.4678
69.815095,2.5390,0.9605,14.4898
69.848902,2.5264,0.9906,14.5107
69.882864,2.5134,1.0228,14.5314
69.916859,2.5001,1.0539,14.5522
69.950996,2.4895,1.0811,14.5727
69.984988,2.4838,1.0977,14.5921
70.019197,2.4781,1.1090,14.6110
70.052928,2.4725,1.1197,14.6298
70.086907,2.4656,1.1313,14.6485
70.121102,2.4514,1.1524,14.6660
70.155085,2.4365,1.1774,14.6832
70.189228,2.4216,1.2015,14.7005
70.240160,2.4067,1.2286,14.7255
70.274224,2.4023,1.2357,14.7409
70.308007,2.3979,1.2420,14.7563
70.342780,2.3923,1.2492,14.7715
70.393155,2.3713,1.2753,14.7925
70.427101,2.3566,1.2942,14.8064
70.460882,2.3430,1.3114,14.8202
70.495224,2.3380,1.3194,14.8327
70.545903,2.3340,1.3240,14.8508
70.580187,2.3296,1.3288,14.8626
70.613950,2.3168,1.3426,14.8732
70.648404,2.3030,1.3576,14.8837
70.698925,2.2861,1.3760,14.8992
70.733123,2.2844,1.3781,14.9081
70.766919,2.2834,1.3791,14.9169
70.801014,2.2798,1.3827,14.9254
70.835132,2.2677,1.3946,14.9328
70.869030,2.2551,1.4069,14.9402
70.903201,2.2442,1.4173,14.9474
70.936907,2.2424,1.4189,14.9534
70.971445,2.2426,1.4187,14.9591
71.022118,2.2353,1.4258,14.9667
71.055951,2.2235,1.4366,14.9710
71.089920,2.2120,1.4470,14.9753
71.124165,2.2073,1.4507,14.9786
71.158237,2.2081,1.4499,14.9813
71.192210,2.2083,1.4499,14.9839
71.225934,2.2000,1.4577,14.9855
71.260171,2.1888,1.4676,14.9867
71.294659,2.1793,1.4761,14.9880
71.328486,2.1795,1.4827,14.9897
71.378876,2.1835,1.4893,14.9924
71.413032,2.1843,1.4886,14.9942
71.447317,2.1868,1.4909,14.9962
71.480821,2.1905,1.4970,14.9986
71.515017,2.1943,1.5032,15.0009
71.549510,2.1965,1.5106,15.0030
71.600068,2.1829,1.5261,15.0050
71.633966,2.1752,1.5319,15.0055
71.667915,2.1750,1.5320,15.0050
71.702827,2.1721,1.5349,15.0042
71.736999,2.1604,1.5451,15.0025
71.771137,2.1487,1.5551,15.0008
71.804924,2.1440,1.5585,14.9981
71.839027,2.1438,1.5586,14.9948
71.872901,2.1379,1.5644,14.9909
71.907068,2.1262,1.5746,14.9864
71.940920,2.1159,1.5835,14.9817
71.974859,2.1140,1.5848,14.9758
72.009264,2.1123,1.5865,14.9697
72.042992,2.1023,1.5959,14.9626
72.094072,2.0864,1.6108,14.9517
72.127961,2.0841,1.6127,14.9433
72.162012,2.0817,1.6150,14.9346
72.196287,2.0714,1.6252,14.9249
72.230591,2.0602,1.6366,14.9150
72.281424,2.0548,1.6421,14.8986
72.315172,2.0494,1.6476,14.8870
72.349066,2.0380,1.6599,14.8746
72.382907,2.0291,1.6701,14.8619
72.416927,2.0265,1.6732,14.8481
72.451723,2.0191,1.6811,14.8339
72.485240,2.0079,1.6948,14.8190
72.519052,2.0016,1.7034,14.8034
72.553190,1.9974,1.7085,14.7872
72.586888,1.9868,1.7218,14.7701
72.620923,1.9790,1.7337,14.7525
72.654898,1.9755,1.7397,14.7340
72.689166,1.9785,1.7467,14.7160
72.722840,1.9829,1.7537,14.6980
72.756948,1.9846,1.7635,14.6797
72.790861,1.9796,1.7791,14.6603
72.825019,1.9822,1.7875,14.6411
72.858964,1.9791,1.8019,14.6211
72.892897,1.9752,1.8132,14.6008
72.926910,1.9702,1.8235,14.5806
72.960886,1.9652,1.8343,14.5604
72.995032,1.9563,1.8515,14.5397
73.029621,1.9469,1.8741,14.5184
73.080030,1.9347,1.9077,14.4863
73.114114,1.9301,1.9220,14.4640
73.148045,1.9255,1.9360,14.4416
73.182379,1.9191,1.9549,14.4189
73.233164,1.9100,1.9886,14.3843
73.266970,1.9052,2.0094,14.3611
73.300909,1.9014,2.0271,14.3375
73.335407,1.8977,2.0461,14.3140
73.385951,1.8926,2.0782,14.2785
73.420207,1.8912,2.0980,14.2549
73.453981,1.8942,2.1089,14.2316
73.488457,1.8928,2.1253,14.2092
73.522181,1.8934,2.1458,14.1876
73.573165,1.8943,2.1695,14.1549
73.606919,1.8942,2.1876,14.1328
73.640879,1.8946,2.2095,14.1112
73.676674,1.8955,2.2366,14.0894
73.727515,1.8970,2.2659,14.0585
73.761160,1.8983,2.2798,14.0384
73.811921,1.9028,2.3111,14.0095
73.845964,1.9055,2.3374,13.9911
73.880717,1.9071,2.3534,13.9735
73.931007,1.9122,2.3726,13.9484
73.965911,1.9150,2.3849,13.9322
73.999258,1.9182,2.3955,13.9165
74.049997,1.9237,2.4115,13.8935
74.084085,1.9271,2.4219,13.8796
74.117890,1.9300,2.4312,13.8669
74.152021,1.9319,2.4392,13.8554
74.185992,1.9336,2.4458,13.8451
74.219947,1.9353,2.4514,13.8361
74.254069,1.9369,2.4566,13.8282
74.287958,1.9385,2.4614,13.8214
74.321973,1.9400,2.4659,13.8159
74.356084,1.9414,2.4701,13.8115
74.389985,1.9427,2.4741,13.8082
74.424286,1.9441,2.4780,13.8062
74.458445,1.9453,2.4817,13.8053
74.492607,1.9465,2.4852,13.8055
74.526583,1.9477,2.4887,13.8070
74.577970,1.9496,2.4957,13.8110
74.611194,1.9508,2.5055,13.8140
74.645640,1.9534,2.5166,13.8171
74.695995,1.9569,2.5285,13.8236
74.730465,1.9600,2.5353,13.8293
74.764438,1.9619,2.5408,13.8363
74.798383,1.9629,2.5452,13.8446
74.832589,1.9638,2.5485,13.8541
74.866715,1.9647,2.5516,13.8648
74.900428,1.9656,2.5551,13.8766
74.934658,1.9666,2.5589,13.8895
74.968448,1.9676,2.5629,13.9034
75.002545,1.9686,2.5673,13.9185
75.036610,1.9696,2.5721,13.9346
75.070537,1.9707,2.5774,13.9517
75.104490,1.9717,2.5829,13.9699
75.138445,1.9727,2.5890,13.9890
75.172357,1.9736,2.5956,14.0092
75.206707,1.9736,2.6047,14.0298
75.240520,1.9735,2.6143,14.0504
75.274366,1.9738,2.6245,14.0710
75.308520,1.9744,2.6356,14.0924
75.342547,1.9750,2.6482,14.1146
75.376801,1.9751,2.6595,14.1377
75.410543,1.9749,2.6719,14.1618
75.444664,1.9744,2.6842,14.1868
75.478558,1.9734,2.6966,14.2128
75.512498,1.9719,2.7094,14.2397
75.547438,1.9700,2.7226,14.2676
75.581858,1.9677,2.7362,14.2963
75.631613,1.9627,2.7589,14.3412
75.665418,1.9594,2.7734,14.3722
75.700470,1.9546,2.7918,14.4042
75.751675,1.9503,2.8101,14.4544
75.785417,1.9465,2.8216,14.4877
75.819757,1.9422,2.8340,14.5220
75.871357,1.9299,2.8601,14.5733
75.905442,1.9219,2.8781,14.6086
75.955882,1.9051,2.9092,14.6635
75.990725,1.8929,2.9282,14.7011
76.023975,1.8802,2.9486,14.7397
76.074535,1.8672,2.9695,14.7985
76.108411,1.8538,2.9871,14.8386
76.142421,1.8391,3.0050,14.8789
76.176489,1.8227,3.0230,14.9204
76.211168,1.8060,3.0396,14.9626
76.244938,1.7885,3.0560,15.0060
76.278574,1.7703,3.0712,15.0507
76.312406,1.7500,3.0863,15.0958
76.346406,1.7279,3.1011,15.1418
76.380459,1.7042,3.1154,15.1887
76.415257,1.6786,3.1292,15.2364
76.448487,1.6524,3.1421,15.2837
76.482624,1.6260,3.1538,15.3301
76.516331,1.5996,3.1643,15.3752
76.550451,1.5736,3.1741,15.4192
76.584580,1.5477,3.1830,15.4624
76.618665,1.5223,3.1905,15.5047
76.652681,1.4975,3.1969,15.5461
76.686551,1.4733,3.2018,15.5867
76.720646,1.4498,3.2054,15.6266
76.754436,1.4269,3.2077,15.6656
76.788683,1.4044,3.2085,15.7038
76.822745,1.3825,3.2083,15.7412
76.856481,1.3615,3.2073,15.7778
76.890620,1.3409,3.2057,15.8135
76.926603,1.3201,3.2036,15.8494
76.976454,1.2907,3.1997,15.8999
77.010438,1.2715,3.1967,15.9324
77.045403,1.2529,3.1934,15.9639
77.078937,1.2348,3.1899,15.9944
77.130034,1.2078,3.1842,16.0381
77.164052,1.1903,3.1804,16.0660
77.214884,1.1645,3.1745,16.1056
77.248648,1.1475,3.1708,16.1307
77.282470,1.1309,3.1672,16.1546
77.316425,1.1146,3.1636,16.1774
77.350419,1.0985,3.1601,16.1989
77.384408,1.0825,3.1567,16.2193
77.418442,1.0666,3.1536,16.2385
77.469510,1.0433,3.1493,16.2651
77.503617,1.0280,3.1468,16.2813
77.537397,1.0128,3.1443,16.2962
77.571582,0.9977,3.1420,16.3100
77.605835,0.9829,3.1400,16.3225
77.639995,0.9682,3.1381,16.3338
77.673403,0.9538,3.1364,16.3439
77.707758,0.9395,3.1349,16.3528
77.741412,0.9258,3.1334,16.3604
77.775611,0.9127,3.1320,16.3668
77.809474,0.8998,3.1308,16.3720
77.843565,0.8872,3.1299,16.3760
77.877573,0.8750,3.1290,16.3787
77.911612,0.8630,3.1284,16.3802
77.945613,0.8513,3.1279,16.3805
77.980115,0.8397,3.1277,16.3795
78.030413,0.8228,3.1277,16.3758
78.064573,0.8119,3.1276,16.3718
78.098748,0.8012,3.1274,16.3666
78.132663,0.7908,3.1270,16.3602
78.167072,0.7807,3.1265,16.3527
78.200600,0.7709,3.1259,16.3439
78.234635,0.7615,3.1250,16.3341
78.269650,0.7521,3.1239,16.3227
78.303815,0.7434,3.1226,16.3104
78.338471,0.7347,3.1210,16.2966
78.372404,0.7267,3.1192,16.2821
78.406362,0.7191,3.1172,16.2665
78.440433,0.7113,3.1151,16.2497
78.474563,0.7033,3.1126,16.2318
78.508658,0.6953,3.1099,16.2129
78.542728,0.6872,3.1071,16.1929
78.576991,0.6790,3.1041,16.1719
78.628133,0.6666,3.0993,16.1384
78.661847,0.6581,3.0960,16.1147
78.695563,0.6496,3.0925,16.0900
78.729756,0.6406,3.0890,16.0644
78.763620,0.6309,3.0856,16.0379
78.797476,0.6204,3.0820,16.0105
78.831471,0.6091,3.0786,15.9823
78.865645,0.5970,3.0754,15.9532
78.899714,0.5843,3.0723,15.9233
78.933639,0.5705,3.0694,15.8927
78.967572,0.5561,3.0666,15.8612
79.001428,0.5409,3.0642,15.8290
79.035401,0.5248,3.0621,15.7961
79.069440,0.5080,3.0603,15.7624
79.103270,0.4911,3.0593,15.7291
79.137425,0.4725,3.0592,15.6932
79.171377,0.4537,3.0602,15.6576
79.205413,0.4343,3.0621,15.6213
79.239476,0.4144,3.0652,15.5844
79.273412,0.3933,3.0694,15.5467
79.307409,0.3711,3.0747,15.5084
79.341405,0.3480,3.0811,15.4694
79.375419,0.3237,3.0883,15.4297
79.409373,0.2983,3.0962,15.3889
79.443359,0.2724,3.1053,15.3471
79.477728,0.2473,3.1153,15.3056
79.528817,0.2117,3.1317,15.2448
79.562592,0.1893,3.1434,15.2053
79.613580,0.1582,3.1616,15.1478
79.648772,0.1391,3.1740,15.1107
79.698697,0.1127,3.1930,15.0569
79.732442,0.0969,3.2052,15.0225
79.766786,0.0825,3.2173,14.9892
79.800583,0.0693,3.2291,14.9570
79.834547,0.0577,3.2401,14.9261
79.868588,0.0471,3.2509,14.8964
79.903138,0.0372,3.2617,14.8677
79.937482,0.0278,3.2723,14.8401
79.971095,0.0190,3.2824,14.8136
80.000000,0.0122,3.2909,14.7920
